id,date_found,type,source,title,company,location,url,posted,tags
0e0219a54a44,2026-06-10,job,Arbeitnow,Full-Stack Software Engineer | AI Accelerated | (m/w/d),Merlin Digital Solutions GmbH,Remote,https://www.arbeitnow.com/jobs/companies/merlin-digital-solutions-gmbh/full-stack-software-engineer-ai-accelerated-munich-396494,2026-06-10,Remote Software Development
61b0eac93842,2026-06-10,job,Himalayas,Data Platform Integration Engineer (Senior Associate),Huron,Remote,https://himalayas.app/companies/huron/jobs/data-platform-integration-engineer-senior-associate,,
58e29bfbfee5,2026-06-10,job,Himalayas,Vue.js Frontend Developer [gn],LUMASERV,Remote,https://himalayas.app/companies/lumaserv/jobs/vue-js-frontend-developer-gn,,
3deeda18a164,2026-06-10,job,GitHub/NewGrad,Raytheon Software Engineer 1 - Electro-Optical/Infrared Advanced Products and Solutions,RTX,"McKinney, TX",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-TX-MCKINNEY-513WC--2501-W-University-Dr--WING-C-BLDG/XMLNAME-2026-Raytheon-Full-Time-Software-Engineer-I---EOIR-Advanced-Products-and-Solutions--Onsite-_01851718?utm_source=Simplify&ref=Simplify,0d,
24d177f5d419,2026-06-10,job,GitHub/NewGrad,Entry Level Software Developer – Graduate Leadership Program,Further,"Dallas, TX",https://job-boards.greenhouse.io/furtherearlycareer/jobs/8384012002?utm_source=Simplify&ref=Simplify,0d,
837bc7473e4c,2026-06-10,job,GitHub/NewGrad,Software Engineer New Grad,Cerebras,"Toronto, ON, Canada, Sunnyvale, CA",https://boards.greenhouse.io/embed/job_app?token=7731286003&utm_source=Simplify&ref=Simplify,0d,
ca7b8b7da795,2026-06-10,job,GitHub/NewGrad,Software Engineer New Grad,Cerebras,"Sunnyvale, CA",https://boards.greenhouse.io/embed/job_app?token=7621174003&utm_source=Simplify&ref=Simplify,0d,
a4fabe1d8379,2026-06-10,job,GitHub/NewGrad,Software Engineer 1,American Express,"Phoenix, AZ",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26008970?utm_source=Simplify&ref=Simplify,0d,
67b5c4341af4,2026-06-10,job,GitHub/NewGrad,Software Engineer 1,RTX,"El Segundo, CA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-CA-EL-SEGUNDO-E01--2000-E-El-Segundo-Blvd--BLDG-E01/Software-Engineer-I_01845113?utm_source=Simplify&ref=Simplify,0d,
fcee1dd0ad9d,2026-06-10,job,GitHub/NewGrad,Software Engineer - Software Engineer I,RTX,"Tucson, AZ",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-AZ-TUCSON-M10--3360-E-Hemisphere-Loop--BLDG-M10/XMLNAME-2026-Raytheon-Full-Time---Software-Engineer-I---Tucson--AZ--Hybrid-_01848436?utm_source=Simplify&ref=Simplify,0d,
8b9ffe93cce2,2026-06-10,job,GitHub/NewGrad,Software Engineer 1,Guidewire,"San Mateo, CA",https://wd5.myworkdaysite.com/en-US/recruiting/guidewire/external/job/United-States---San-Mateo-CA/Software-Engineer---Cloud_JR_14588?utm_source=Simplify&ref=Simplify,1d,
819faed2f82c,2026-06-10,job,GitHub/NewGrad,Entry Level Data Engineer,Cox,"Atlanta, GA",https://cox.wd1.myworkdayjobs.com/Cox_External_Career_Site_1/job/Atlanta-GA/Data-Engineer-I---11361_R202678512?utm_source=Simplify&ref=Simplify,0d,
d34863af08d7,2026-06-10,job,GitHub/NewGrad,Software Engineer 1/2,Northrop Grumman,"Warner Robins, GA",https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/GAWR03GC/Engineer-Software-T1-T2_R10235745?utm_source=Simplify&ref=Simplify,0d,
c680ed9a6a7f,2026-06-10,job,GitHub/Internship,Software Engineer Intern,Schweitzer Engineering Laboratories,"Boise, ID",https://selinc.wd1.myworkdayjobs.com/SEL/job/Idaho---Boise/Software-Engineer-Intern_2026-21665?utm_source=Simplify&ref=Simplify,0d,
fd254910c56d,2026-06-10,job,GitHub/Internship,Software Engineer Intern,SCAN,"Long Beach, CA",https://scanhealthplan.wd108.myworkdayjobs.com/scancareers/job/Long-Beach-Office-3800/Software-Engineering-Intern_JR2886?utm_source=Simplify&ref=Simplify,0d,
624479a154e3,2026-06-10,job,GitHub/Internship,Software Engineer Co-op,Nidec,"St. Louis, MO",https://nidec.wd1.myworkdayjobs.com/nidec/job/North-AmericaUSAMissouriSt-Louis---WPE-MO/Software-Engineer-Co-Op_R0015871?utm_source=Simplify&ref=Simplify,0d,
