id,date_found,type,source,title,company,location,url,posted,tags
7dd004424167,2026-06-04,job,Arbeitnow,Mandatory Internship(Unpaid): Backend / Full-Stack Developer for AI SaaS,IndieKidz GmbH,Remote,https://www.arbeitnow.com/jobs/companies/indiekidz-gmbh/mandatory-internshipunpaid-backend-full-stack-developer-for-ai-saas-berlin-152480,2026-06-04,Remote Software Development
759c8dccdaac,2026-06-04,job,Himalayas,Data Engineer,Abacus Consulting,Remote,https://himalayas.app/companies/abacus-consulting/jobs/data-engineer,,
5a01ef6d2992,2026-06-04,job,Himalayas,Teacher (m/w/d) Data Engineer,Digital Career Institute,Remote,https://himalayas.app/companies/digital-career-institute/jobs/teacher-m-w-d-data-engineer-2249012683,,
31f782bee112,2026-06-04,job,GitHub/NewGrad,Entry Level Front End Engineer,Albertsons,"Amarillo, TX",https://eofd.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/718813?utm_source=Simplify&ref=Simplify,0d,
04ad3d70197e,2026-06-04,job,GitHub/NewGrad,Software Engineer 1 - Backend,Pinterest,"Seattle, WA, California",https://www.pinterestcareers.com/jobs/?gh_jid=6816337&utm_source=Simplify&ref=Simplify,0d,
ce05e26cea34,2026-06-04,job,GitHub/NewGrad,Entry Level Front End Engineer,Albertsons,"Elkton Dr, Colorado Springs, CO",https://eofd.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/718586?utm_source=Simplify&ref=Simplify,0d,
883da9fe9809,2026-06-04,job,GitHub/NewGrad,Entry Level Front End Engineer,Albertsons,"Oregon City, OR",https://eofd.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/718583?utm_source=Simplify&ref=Simplify,0d,
ac45da9d0883,2026-06-04,job,GitHub/NewGrad,Junior Software Engineer,Visionist,"Laurel, MD",https://jobs.jobvite.com/visionist/job/oEBdAfwM?nl=1&nl=1&fr=false&utm_source=Simplify&ref=Simplify,0d,
a3fc69bb7f8d,2026-06-04,job,GitHub/NewGrad,Entry Level Software Engineer,General Dynamics Mission Systems,"Scottsdale, AZ",https://careers-gdms.icims.com/jobs/72585/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,0d,
c2248613dd70,2026-06-04,job,GitHub/NewGrad,Software Engineer 1 - Service Network - Slack,Slack,"Seattle, WA, SF",https://salesforce.wd12.myworkdayjobs.com/Slack/job/Washington---Seattle/Software-Engineer-I--Service-Network---Slack_JR342034?utm_source=Simplify&ref=Simplify,0d,
ef47b04b3af9,2026-06-04,job,GitHub/NewGrad,Software Engineer New Grad - Hardware Tools and Methodology,NVIDIA,"Santa Clara, CA",https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Software-Engineer--Hardware-Tools-and-Methodology---New-College-Grad-2026_JR2018659?utm_source=Simplify&ref=Simplify,0d,
89518c672bda,2026-06-04,job,GitHub/NewGrad,Software Engineer 1 - Service Network - Slack,Salesforce,"Seattle, WA, SF",https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/Washington---Seattle/Software-Engineer-I--Service-Network---Slack_JR342034-1?utm_source=Simplify&ref=Simplify,0d,
f69dd5ce04ff,2026-06-04,job,GitHub/NewGrad,Entry Level Software Engineer,Toyota Connected,"Plano, TX",https://boards.greenhouse.io/embed/job_app?token=8577877002&utm_source=Simplify&ref=Simplify,0d,
b551cfb2e52d,2026-06-04,job,GitHub/Internship,Software Engineer Intern,BillionToOne,"Menlo Park, CA",https://job-boards.greenhouse.io/billiontoone/jobs/4702398005?utm_source=Simplify&ref=Simplify,0d,
5186dde3eadc,2026-06-04,job,GitHub/Internship,Software Engineer Intern - DevOps,Leidos,"Poulsbo, WA",https://leidos.wd5.myworkdayjobs.com/External/job/Poulsbo-WA/Software-Engineer-Intern--DevOps-_R-00184709?utm_source=Simplify&ref=Simplify,0d,
18b57a0a2879,2026-06-04,job,GitHub/Internship,Intern Software Engineer-Operation Platforms,Bot Auto,"Houston, TX",https://job-boards.greenhouse.io/botauto/jobs/5182922008?utm_source=Simplify&ref=Simplify,1mo,
7c0122e7a573,2026-06-04,job,GitHub/Internship,Generative AI Engineer Intern,Robert Half,"San Ramon, CA",https://roberthalf.wd1.myworkdayjobs.com/roberthalfcareers/job/SAN-RAMON/Generative-AI-Engineer-Virtual-Internship_JR-260536?utm_source=Simplify&ref=Simplify,0d,
