id,date_found,type,source,title,company,location,url,posted,tags
e83677e711b1,2026-07-09,job,Arbeitnow,Full Stack Engineer,Nooxit GmbH,Remote,https://www.arbeitnow.com/jobs/companies/nooxit-gmbh/full-stack-engineer-berlin-327711,2026-07-09,Remote Software Development
58d616db09a9,2026-07-09,job,GitHub/NewGrad,Software Engineer 1 or 2,Northrop Grumman,"Aurora, CO, Morrisville, NC, Fairfax, VA",https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Colorado-Aurora/Software-Engineer-Level-1-or-2_R10239507?utm_source=Simplify&ref=Simplify,0d,
f8aaba015887,2026-07-09,job,GitHub/NewGrad,Product Software Engineer 1,The Walt Disney Company,"Santa Monica, CA",https://disney.wd5.myworkdayjobs.com/disneycareer/job/Santa-Monica-CA-USA/Product-Software-Engineer-I_10151711?utm_source=Simplify&ref=Simplify,0d,
1def6ae2c130,2026-07-09,job,GitHub/NewGrad,Software Engineer 1 - Internal Tooling,Built Technologies,"Nashville, TN",https://job-boards.greenhouse.io/getbuilt/jobs/4713164005?utm_source=Simplify&ref=Simplify,0d,
7a8a027625c9,2026-07-09,job,GitHub/NewGrad,Software Engineer 1,RTX,"Richardson, TX",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-TX-RICHARDSON-C17--1717-Cityline-Dr--CITYLINE-C17/Software-Engineer-I--Onsite-_01857780?utm_source=Simplify&ref=Simplify,0d,
9414bb04ae39,2026-07-09,job,GitHub/NewGrad,Software Engineer 1 - AI Driven,Travelers,"Hartford, CT, St Paul, MN",https://travelers.wd5.myworkdayjobs.com/External/job/CT---Hartford/Software-Engineer-I--AI-Driven-_R-51215?utm_source=Simplify&ref=Simplify,0d,
2477bbb23128,2026-07-09,job,GitHub/NewGrad,Junior Software Engineer,CACI,"4 locations, Springfield, VA, St. Louis, MO, Denver, CO, Dulles, VA",https://caci.wd1.myworkdayjobs.com/external/job/Denver-CO-US/Junior-Software-Engineer_327867?utm_source=Simplify&ref=Simplify,7d,
41f3162e5a83,2026-07-09,job,GitHub/NewGrad,Embedded Linux Software Engineer 1,RTX,"Cedar Rapids, IA",https://globalhr.wd5.myworkdayjobs.com/fr-CA/Private_Posting_No_TMP/job/US-IA-CEDAR-RAPIDS-121--350-Collins-Rd-NE--BLDG-121/Embedded-Linux-Software-Engineer-I--Onsite-_01793223-2?utm_source=Simplify&ref=Simplify,3mo,
30abbac9017b,2026-07-09,job,GitHub/Internship,Campus Software Engineer Intern,Jump Trading,"Chicago, IL",https://boards.greenhouse.io/embed/job_app?token=8002989&utm_source=Simplify&ref=Simplify,0d,
4c3cab070969,2026-07-09,job,GitHub/Internship,Campus Data Engineer Intern,Jump Trading,"Chicago, IL",https://boards.greenhouse.io/embed/job_app?token=8002998&utm_source=Simplify&ref=Simplify,0d,
